Country,Year,Area,Value,Population,GDP
Iceland,1954,Total,114.0,,
Iceland,1953,Total,122.0,,
Iceland,1952,Total,109.0,,
Iceland,1951,Total,96.0,,
Iceland,1950,Total,102.0,,
Iceland,1949,Total,83.0,,
Iceland,1948,Total,92.0,,
Ireland,2020,Total,3164.0,4985382.0,86655.56
Ireland,2019,Total,3545.0,4934340.0,81481.1
Ireland,2017,Total,3412.0,4807388.0,70673.12
Ireland,2016,Total,3255.0,4755335.0,63267.6
Ireland,2015,Total,3289.0,4701957.0,62636.46
Ireland,2014,Total,2629.0,4657740.0,56107.12
Ireland,2013,Total,2949.0,4623816.0,51874.81
Ireland,2012,Total,2892.0,4599533.0,49321.75
Ireland,2011,Total,2819.0,4580084.0,52559.71
Ireland,2010,Total,3113.0,4560155.0,48998.36
Ireland,2009,Total,3341.0,4535375.0,52334.7
Ireland,2008,Total,3630.0,4489544.0,61615.66
Ireland,2007,Total,3684.0,4398942.0,61865.32
Ireland,2006,Total,3466.0,4273591.0,54778.04
Ireland,2005,Total,3400.0,4159914.0,51390.83
Ireland,2004,Total,3100.0,4070262.0,48121.63
Ireland,2003,Total,2700.0,3996521.0,41503.76
Ireland,2002,Total,2591.0,3931947.0,32866.72
Ireland,2001,Total,2838.0,3866243.0,28532.4
Ireland,2000,Total,2623.0,3805174.0,26521.64
Italy,2022,Total,82596.0,59013667.0,34672.09
Italy,2021,Total,83192.0,59133173.0,36383.33
Italy,2020,Total,66662.0,59438851.0,31889.8
Italy,2019,Total,85349.0,59729081.0,33674.4
Italy,2018,Total,88458.0,60421760.0,34936.91
Italy,2017,Total,91629.0,60536709.0,32694.41
Italy,2016,Total,99071.0,60627498.0,31201.6
Italy,2015,Total,82469.0,60730582.0,30480.0
Italy,2014,Total,52355.0,60789140.0,35793.0
Italy,2013,Total,52943.0,60233948.0,35503.62
Italy,2012,Total,51319.0,59539717.0,34674.73
Italy,2011,Total,53806.0,59379449.0,38183.34
Italy,2010,Total,54160.0,59277417.0,35672.53
Italy,2009,Total,54456.0,59095365.0,36786.52
Italy,2008,Total,54351.0,58826731.0,40506.15
Italy,2007,Total,50669.0,58438310.0,37601.84
Italy,2006,Total,49534.0,58143979.0,33336.01
Italy,2005,Total,47306.0,57969484.0,31915.5
Italy,2004,Total,45097.0,57685327.0,31166.35
Italy,2003,Total,43856.0,57313203.0,27411.06
Italy,2002,Total,41835.0,57059007.0,22252.22
Italy,2001,Total,40051.0,56974100.0,20475.52
Italy,2000,Total,37573.0,56942108.0,20079.01
Italy,1999,Total,34341.0,56916317.0,21985.88
Italy,1998,Total,33510.0,56906744.0,22306.19
Italy,1997,Total,33342.0,56890372.0,21816.35
Italy,1996,Total,32717.0,56860281.0,23066.9
Italy,1995,Total,27038.0,56844303.0,20650.37
Italy,1994,Total,27510.0,56843400.0,19324.86
Italy,1993,Total,23863.0,56831821.0,18725.66
Italy,1992,Total,25997.0,56797087.0,23229.28
Italy,1991,Total,27350.0,56758521.0,21941.83
Italy,1990,Total,27682.0,56719240.0,20813.17
Italy,1989,Total,30314.0,56671781.0,16374.55
Italy,1988,Total,25092.0,56629288.0,15732.3
Italy,1987,Total,27072.0,56601931.0,14224.78
Italy,1986,Total,16857.0,56596155.0,11305.87
Italy,1985,Total,15650.0,56593071.0,7984.22
Italy,1984,Total,15065.0,56576718.0,7733.81
Italy,1983,Total,13626.0,56564074.0,7826.37
Italy,1982,Total,14640.0,56543548.0,7550.73
Italy,1981,Total,12606.0,56501675.0,7618.75
Italy,1980,Total,11844.0,56433883.0,8472.24
Latvia,2023,Total,5312.0,1877445.0,
Latvia,2022,Total,5407.0,1879383.0,22087.59
Latvia,2022,Urban,3784.0,1879383.0,22087.59
Latvia,2022,Rural,1623.0,1879383.0,22087.59
Latvia,2021,Total,4643.0,1884490.0,21048.47
Latvia,2021,Urban,3238.0,1884490.0,21048.47
Latvia,2021,Rural,1405.0,1884490.0,21048.47
Latvia,2020,Total,5206.0,1900449.0,18128.61
Latvia,2020,Urban,3557.0,1900449.0,18128.61
Latvia,2020,Rural,1649.0,1900449.0,18128.61
Latvia,2019,Total,5971.0,1913822.0,17857.85
Latvia,2019,Urban,4176.0,1913822.0,17857.85
Latvia,2019,Rural,1795.0,1913822.0,17857.85
Latvia,2018,Total,5967.0,1927174.0,17786.99
Latvia,2017,Total,5943.0,1942248.0,15593.84
Latvia,2016,Total,6061.0,1959537.0,14220.86
Latvia,2015,Total,5151.0,1977527.0,13681.1
Latvia,2014,Total,6271.0,1993782.0,15586.54
Latvia,2013,Total,7031.0,2012647.0,14866.4
Latvia,2012,Total,7311.0,2034319.0,13719.92
Latvia,2011,Total,8302.0,2059709.0,13342.42
Latvia,2010,Total,4930.0,2097555.0,11403.12
Latvia,2009,Total,5099.0,2141669.0,12422.43
Latvia,2009,Urban,3813.0,2141669.0,12422.43
Latvia,2009,Rural,1286.0,2141669.0,12422.43
Latvia,2008,Total,6214.0,2177322.0,16672.22
Latvia,2008,Urban,4582.0,2177322.0,16672.22
Latvia,2008,Rural,1632.0,2177322.0,16672.22
Latvia,2007,Total,7403.0,2200325.0,14271.74
Latvia,2007,Urban,5535.0,2200325.0,14271.74
Latvia,2007,Rural,1868.0,2200325.0,14271.74
Latvia,2006,Total,7249.0,2218357.0,9787.3
Latvia,2006,Urban,5545.0,2218357.0,9787.3
Latvia,2006,Rural,1704.0,2218357.0,9787.3
Latvia,2005,Total,6341.0,2238799.0,7613.91
Latvia,2005,Urban,4870.0,2238799.0,7613.91
Latvia,2005,Rural,1471.0,2238799.0,7613.91
Latvia,2004,Total,5271.0,2263122.0,6377.9
Latvia,2004,Urban,4117.0,2263122.0,6377.9
Latvia,2004,Rural,1154.0,2263122.0,6377.9
Latvia,2003,Total,4828.0,2287955.0,5130.65
Latvia,2003,Urban,3774.0,2287955.0,5130.65
Latvia,2003,Rural,1054.0,2287955.0,5130.65
Latvia,2002,Total,5952.0,2310173.0,4108.49
Latvia,2002,Urban,4769.0,2310173.0,4108.49
Latvia,2002,Rural,1183.0,2310173.0,4108.49
Latvia,2001,Total,5740.0,2337170.0,3544.34
Latvia,2001,Urban,4639.0,2337170.0,3544.34
Latvia,2001,Rural,1101.0,2337170.0,3544.34
Latvia,2000,Total,6134.0,2367550.0,3326.65
Latvia,2000,Urban,4919.0,2367550.0,3326.65
Latvia,2000,Rural,1215.0,2367550.0,3326.65
Latvia,1999,Total,6010.0,2390482.0,3104.92
Latvia,1999,Urban,4824.0,2390482.0,3104.92
Latvia,1999,Rural,1186.0,2390482.0,3104.92
Latvia,1998,Total,6211.0,2410019.0,2910.5
Latvia,1998,Urban,4940.0,2410019.0,2910.5
Latvia,1998,Rural,1271.0,2410019.0,2910.5
Latvia,1997,Total,6103.0,2432851.0,2612.44
Latvia,1997,Urban,4886.0,2432851.0,2612.44
Latvia,1997,Rural,1217.0,2432851.0,2612.44
Latvia,1996,Total,6051.0,2457222.0,2357.62
Latvia,1996,Urban,4907.0,2457222.0,2357.62
Latvia,1996,Rural,1144.0,2457222.0,2357.62
Latvia,1995,Total,7821.0,2485056.0,2103.97
Latvia,1995,Urban,6190.0,2485056.0,2103.97
Latvia,1995,Rural,1631.0,2485056.0,2103.97
Latvia,1994,Total,8416.0,2520742.0,2028.11
Latvia,1994,Urban,6627.0,2520742.0,2028.11
Latvia,1994,Rural,1789.0,2520742.0,2028.11
Latvia,1993,Total,10278.0,2563290.0,1948.71
Latvia,1993,Urban,8252.0,2563290.0,1948.71
Latvia,1993,Rural,2026.0,2563290.0,1948.71
Latvia,1992,Total,14553.0,2614338.0,2215.91
Latvia,1992,Urban,11692.0,2614338.0,2215.91
Latvia,1992,Rural,2861.0,2614338.0,2215.91
Latvia,1991,Total,11070.0,2650581.0,3305.95
Latvia,1991,Urban,9078.0,2650581.0,3305.95
Latvia,1991,Rural,1992.0,2650581.0,3305.95
Latvia,1990,Total,10783.0,2663151.0,3555.64
Latvia,1990,Urban,8775.0,2663151.0,3555.64
Latvia,1990,Rural,2008.0,2663151.0,3555.64
Latvia,1989,Total,11249.0,2666955.0,
Latvia,1989,Urban,9136.0,2666955.0,
Latvia,1989,Rural,2113.0,2666955.0,
Latvia,1988,Total,10890.0,2653434.0,
Latvia,1988,Urban,8777.0,2653434.0,
Latvia,1988,Rural,2113.0,2653434.0,
Latvia,1987,Total,10709.0,2626583.0,
Latvia,1987,Urban,8896.0,2626583.0,
Latvia,1987,Rural,1813.0,2626583.0,
Latvia,1986,Total,11131.0,2599892.0,
Latvia,1986,Urban,9373.0,2599892.0,
Latvia,1986,Rural,1758.0,2599892.0,
Latvia,1985,Total,11670.0,2578873.0,
Latvia,1984,Total,12153.0,2562047.0,
Latvia,1983,Total,12469.0,2546011.0,
Latvia,1982,Total,12053.0,2531080.0,
Latvia,1981,Total,12228.0,2519421.0,
Latvia,1980,Total,12650.0,2511701.0,
Latvia,1979,Total,13771.0,2505953.0,
Liechtenstein,2023,Total,193.0,39850.0,
Liechtenstein,2021,Total,169.0,39182.0,197504.58
Liechtenstein,2020,Total,82.0,38901.0,165287.25
Liechtenstein,2019,Total,99.0,38563.0,167247.98
Liechtenstein,2018,Total,74.0,38246.0,175286.62
Liechtenstein,2017,Total,90.0,37962.0,170875.74
Liechtenstein,2016,Total,81.0,37716.0,165845.93
Liechtenstein,2015,Total,98.0,37494.0,167809.21
Liechtenstein,2014,Total,82.0,37248.0,179465.45
Liechtenstein,2013,Total,75.0,36984.0,173659.5
Liechtenstein,2012,Total,96.0,36657.0,165304.37
Liechtenstein,2011,Total,91.0,36312.0,175415.28
Liechtenstein,2010,Total,87.0,36022.0,156462.09
Liechtenstein,2009,Total,101.0,35742.0,139644.9
Liechtenstein,2008,Total,97.0,35473.0,158755.6
Liechtenstein,2007,Total,97.0,35262.0,144784.45
Liechtenstein,2006,Total,81.0,35037.0,126805.13
Liechtenstein,2005,Total,93.0,34753.0,116930.18
Liechtenstein,2004,Total,101.0,34447.0,111385.75
Liechtenstein,2003,Total,84.0,34079.0,99891.26
Liechtenstein,2002,Total,99.0,33694.0,88255.91
Liechtenstein,2001,Total,82.0,33194.0,82572.11
Liechtenstein,2000,Total,126.0,32645.0,83182.29
Liechtenstein,1999,Total,159.0,32221.0,90341.75
Liechtenstein,1998,Total,43.0,31668.0,85198.57
Liechtenstein,1997,Total,64.0,31232.0,80687.53
Liechtenstein,1996,Total,43.0,31033.0,86734.38
Liechtenstein,1995,Total,37.0,30776.0,87252.99
Liechtenstein,1994,Total,41.0,30470.0,73753.33
Liechtenstein,1993,Total,38.0,30089.0,66999.0
Liechtenstein,1989,Total,29.0,28317.0,51177.83
Liechtenstein,1976,Total,13.0,24058.0,13763.66
Liechtenstein,1975,Total,20.0,23846.0,12405.67
Liechtenstein,1956,Total,2.0,,
Lithuania,2023,Total,7231.0,2871585.0,
Lithuania,2023,Urban,4830.0,2871585.0,
Lithuania,2023,Rural,2401.0,2871585.0,
Lithuania,2022,Total,7395.0,2831639.0,25773.33
Lithuania,2022,Urban,5143.0,2831639.0,25773.33
Lithuania,2022,Rural,2252.0,2831639.0,25773.33
Lithuania,2021,Total,7822.0,2800839.0,23971.04
Lithuania,2021,Urban,5267.0,2800839.0,23971.04
Lithuania,2021,Rural,2555.0,2800839.0,23971.04
Lithuania,2020,Total,7544.0,2794885.0,20198.42
Lithuania,2020,Urban,5143.0,2794885.0,20198.42
Lithuania,2020,Rural,2401.0,2794885.0,20198.42
Lithuania,2019,Total,8683.0,2794137.0,19237.25
Lithuania,2019,Urban,5923.0,2794137.0,19237.25
Lithuania,2019,Rural,2760.0,2794137.0,19237.25
Lithuania,2018,Total,8640.0,2801543.0,18688.81
Lithuania,2018,Urban,5900.0,2801543.0,18688.81
Lithuania,2018,Rural,2740.0,2801543.0,18688.81
Lithuania,2017,Total,8518.0,2828403.0,16443.3
Lithuania,2017,Urban,5897.0,2828403.0,16443.3
Lithuania,2017,Rural,2621.0,2828403.0,16443.3
Lithuania,2016,Total,8879.0,2868231.0,14663.56
Lithuania,2016,Urban,6037.0,2868231.0,14663.56
Lithuania,2016,Rural,2842.0,2868231.0,14663.56
Lithuania,2015,Total,9371.0,2904910.0,13975.09
Lithuania,2015,Urban,6394.0,2904910.0,13975.09
Lithuania,2015,Rural,2977.0,2904910.0,13975.09
Lithuania,2014,Total,9806.0,2932367.0,16218.94
Lithuania,2014,Urban,6831.0,2932367.0,16218.94
Lithuania,2014,Rural,2975.0,2932367.0,16218.94
Lithuania,2013,Total,9974.0,2957689.0,15360.49
Lithuania,2013,Urban,6924.0,2957689.0,15360.49
Lithuania,2013,Rural,3050.0,2957689.0,15360.49
Lithuania,2012,Total,10399.0,2987773.0,14018.5
Lithuania,2012,Urban,7359.0,2987773.0,14018.5
Lithuania,2012,Rural,3040.0,2987773.0,14018.5
Lithuania,2011,Total,10341.0,3028115.0,14059.71
Lithuania,2011,Urban,7128.0,3028115.0,14059.71
Lithuania,2011,Rural,3213.0,3028115.0,14059.71
Lithuania,2010,Total,10006.0,3097282.0,11831.23
Lithuania,2010,Urban,6836.0,3097282.0,11831.23
Lithuania,2010,Rural,3170.0,3097282.0,11831.23
Lithuania,2009,Total,9270.0,3162916.0,11755.08
Lithuania,2009,Urban,6451.0,3162916.0,11755.08
Lithuania,2009,Rural,2819.0,3162916.0,11755.08
Lithuania,2008,Total,10317.0,3198231.0,14837.79
Lithuania,2008,Urban,7145.0,3198231.0,14837.79
Lithuania,2008,Rural,3172.0,3198231.0,14837.79
Lithuania,2007,Total,11336.0,3231294.0,12129.04
Lithuania,2007,Urban,8044.0,3231294.0,12129.04
Lithuania,2007,Rural,3292.0,3231294.0,12129.04
Lithuania,2006,Total,11202.0,3269909.0,9081.14
Lithuania,2006,Urban,7946.0,3269909.0,9081.14
Lithuania,2006,Rural,3256.0,3269909.0,9081.14
Lithuania,2005,Total,11097.0,3322528.0,7740.7
Lithuania,2005,Urban,8105.0,3322528.0,7740.7
Lithuania,2005,Rural,2992.0,3322528.0,7740.7
Lithuania,2004,Total,10997.0,3377075.0,6610.28
Lithuania,2004,Urban,8106.0,3377075.0,6610.28
Lithuania,2004,Rural,2891.0,3377075.0,6610.28
Lithuania,2003,Total,10599.0,3415213.0,5413.18
Lithuania,2003,Urban,8377.0,3415213.0,5413.18
Lithuania,2003,Rural,2222.0,3415213.0,5413.18
Lithuania,2002,Total,10579.0,3443067.0,4055.07
Lithuania,2002,Urban,8398.0,3443067.0,4055.07
Lithuania,2002,Rural,2181.0,3443067.0,4055.07
Lithuania,2001,Total,11024.0,3470818.0,3437.39
Lithuania,2001,Urban,8598.0,3470818.0,3437.39
Lithuania,2001,Rural,2426.0,3470818.0,3437.39
Lithuania,2000,Total,10882.0,3499536.0,3201.7
Lithuania,2000,Urban,8503.0,3499536.0,3201.7
Lithuania,2000,Rural,2379.0,3499536.0,3201.7
Lithuania,1999,Total,11390.0,3524238.0,3019.25
Lithuania,1999,Urban,8806.0,3524238.0,3019.25
Lithuania,1999,Rural,2584.0,3524238.0,3019.25
Lithuania,1998,Total,11752.0,3549331.0,3066.35
Lithuania,1998,Urban,7789.0,3549331.0,3066.35
Lithuania,1998,Rural,3963.0,3549331.0,3066.35
Lithuania,1997,Total,11371.0,3575137.0,2738.59
Lithuania,1997,Urban,7641.0,3575137.0,2738.59
Lithuania,1997,Rural,3730.0,3575137.0,2738.59
Lithuania,1996,Total,11311.0,3601613.0,2252.18
Lithuania,1996,Urban,8211.0,3601613.0,2252.18
Lithuania,1996,Rural,3100.0,3601613.0,2252.18
Lithuania,1995,Total,10221.0,3629102.0,1787.77
Lithuania,1995,Urban,7962.0,3629102.0,1787.77
Lithuania,1995,Rural,2259.0,3629102.0,1787.77
Lithuania,1994,Total,11061.0,3657144.0,1684.85
Lithuania,1994,Urban,8692.0,3657144.0,1684.85
Lithuania,1994,Rural,2369.0,3657144.0,1684.85
Lithuania,1993,Total,13884.0,3682613.0,1819.44
Lithuania,1993,Urban,10633.0,3682613.0,1819.44
Lithuania,1993,Rural,3251.0,3682613.0,1819.44
Lithuania,1992,Total,13981.0,3700114.0,2117.54
Lithuania,1992,Urban,11268.0,3700114.0,2117.54
Lithuania,1992,Rural,2713.0,3700114.0,2117.54
Lithuania,1991,Total,15250.0,3704134.0,2630.94
Lithuania,1991,Urban,12534.0,3704134.0,2630.94
Lithuania,1991,Rural,2716.0,3704134.0,2630.94
Lithuania,1990,Total,12747.0,3697838.0,2703.4
Lithuania,1990,Urban,10514.0,3697838.0,2703.4
Lithuania,1990,Rural,2233.0,3697838.0,2703.4
Lithuania,1989,Total,12295.0,3684255.0,
Lithuania,1989,Urban,10004.0,3684255.0,
Lithuania,1989,Rural,2291.0,3684255.0,
Lithuania,1988,Total,11682.0,3655049.0,
Lithuania,1988,Urban,9683.0,3655049.0,
Lithuania,1988,Rural,1999.0,3655049.0,
Lithuania,1987,Total,11726.0,3616367.0,
Lithuania,1987,Urban,9372.0,3616367.0,
Lithuania,1987,Rural,2354.0,3616367.0,
Lithuania,1986,Total,11808.0,3578914.0,
Lithuania,1986,Urban,9479.0,3578914.0,
Lithuania,1986,Rural,2329.0,3578914.0,
Lithuania,1985,Total,11464.0,3544543.0,
Lithuania,1985,Urban,9272.0,3544543.0,
Lithuania,1985,Rural,2192.0,3544543.0,
Lithuania,1984,Total,11412.0,3514205.0,
Lithuania,1983,Total,11087.0,3485192.0,
Lithuania,1982,Total,10890.0,3457179.0,
Lithuania,1981,Total,10906.0,3432947.0,
Lithuania,1980,Total,11038.0,3413202.0,
Lithuania,1979,Total,10788.0,3397842.0,
Luxembourg,2023,Total,1359.0,666430.0,
Luxembourg,2022,Total,1243.0,653103.0,125897.2
Luxembourg,2021,Total,1400.0,640064.0,133867.19
Luxembourg,2020,Total,1447.0,630419.0,116909.08
Luxembourg,2019,Total,1906.0,620001.0,112731.53
Luxembourg,2018,Total,1230.0,607950.0,116793.62
Luxembourg,2017,Total,1192.0,596336.0,110203.01
Luxembourg,2016,Total,1241.0,582014.0,106581.89
Luxembourg,2015,Total,1345.0,569604.0,105455.9
Luxembourg,2014,Total,1453.0,556319.0,123569.73
Luxembourg,2013,Total,1163.0,543360.0,120030.98
Luxembourg,2012,Total,1074.0,530946.0,112667.72
Luxembourg,2011,Total,1218.0,518347.0,118901.64
Luxembourg,2010,Total,1083.0,506953.0,110752.35
Luxembourg,2009,Total,1052.0,497783.0,108962.51
Luxembourg,2008,Total,977.0,488650.0,119940.37
Luxembourg,2007,Total,1106.0,479993.0,107361.32
Luxembourg,2006,Total,1182.0,472637.0,90752.89
Luxembourg,2005,Total,1046.0,465158.0,81007.82
Luxembourg,2004,Total,1055.0,458095.0,76458.98
Luxembourg,2003,Total,1026.0,451630.0,65582.58
Luxembourg,2002,Total,1092.0,446175.0,52787.67
Luxembourg,2001,Total,1028.0,441525.0,48427.96
Luxembourg,2000,Total,1030.0,436300.0,48613.62
Luxembourg,1999,Total,1043.0,430475.0,50987.16
Luxembourg,1998,Total,1017.0,424700.0,47570.46
Luxembourg,1997,Total,1001.0,419450.0,46756.85
Luxembourg,1996,Total,817.0,414225.0,50568.2
Luxembourg,1995,Total,727.0,408625.0,51156.95
Luxembourg,1994,Total,700.0,402925.0,44031.48
Luxembourg,1993,Total,751.0,397475.0,40144.12
Luxembourg,1992,Total,716.0,392175.0,39639.19
Luxembourg,1991,Total,762.0,387000.0,35802.39
Luxembourg,1990,Total,759.0,381850.0,33516.31
Luxembourg,1989,Total,850.0,377100.0,26628.74
Luxembourg,1988,Total,779.0,373450.0,25221.59
Luxembourg,1987,Total,739.0,370750.0,22457.3
Luxembourg,1986,Total,680.0,368355.0,18159.19
Luxembourg,1985,Total,665.0,366706.0,12489.78
Luxembourg,1984,Total,631.0,365998.0,12133.98
Luxembourg,1983,Total,569.0,365622.0,12379.99
Luxembourg,1982,Total,618.0,365525.0,12607.95
Luxembourg,1981,Total,524.0,365225.0,13865.53
Luxembourg,1980,Total,582.0,364150.0,16550.11
Luxembourg,1979,Total,443.0,362856.0,15201.34
Luxembourg,1978,Total,533.0,362007.0,13068.78
Luxembourg,1977,Total,415.0,361358.0,10576.59
Luxembourg,1976,Total,356.0,360731.0,9619.84
Luxembourg,1975,Total,229.0,358950.0,8831.06
Luxembourg,1974,Total,268.0,355050.0,9060.37
Luxembourg,1974,Urban,221.0,355050.0,9060.37
Luxembourg,1974,Rural,47.0,355050.0,9060.37
Luxembourg,1973,Total,267.0,350450.0,7474.15
Luxembourg,1973,Urban,225.0,350450.0,7474.15
Luxembourg,1973,Rural,42.0,350450.0,7474.15
Luxembourg,1972,Total,276.0,346600.0,5495.02
Luxembourg,1972,Urban,229.0,346600.0,5495.02
Luxembourg,1972,Rural,47.0,346600.0,5495.02
Luxembourg,1971,Total,236.0,342421.0,4441.42
Luxembourg,1971,Urban,206.0,342421.0,4441.42
Luxembourg,1971,Rural,30.0,342421.0,4441.42
Luxembourg,1970,Total,217.0,339171.0,4295.98
Luxembourg,1970,Urban,182.0,339171.0,4295.98
Luxembourg,1970,Rural,35.0,339171.0,4295.98
Luxembourg,1969,Total,189.0,337500.0,
Luxembourg,1969,Urban,159.0,337500.0,
Luxembourg,1969,Rural,30.0,337500.0,
Luxembourg,1968,Total,205.0,335850.0,
Luxembourg,1968,Urban,168.0,335850.0,
Luxembourg,1968,Rural,37.0,335850.0,
Luxembourg,1967,Total,198.0,334995.0,
Luxembourg,1967,Urban,157.0,334995.0,
Luxembourg,1967,Rural,41.0,334995.0,
Luxembourg,1966,Total,186.0,333895.0,
Luxembourg,1965,Total,146.0,331500.0,
Luxembourg,1964,Total,140.0,327750.0,
Luxembourg,1963,Total,123.0,324100.0,
Luxembourg,1962,Total,128.0,320750.0,
Luxembourg,1961,Total,127.0,316845.0,
Luxembourg,1960,Total,153.0,313970.0,
Luxembourg,1959,Total,119.0,,
Luxembourg,1958,Total,111.0,,
Luxembourg,1957,Total,93.0,,
Luxembourg,1956,Total,127.0,,
Luxembourg,1955,Total,109.0,,
Luxembourg,1954,Total,108.0,,
Luxembourg,1953,Total,100.0,,
Luxembourg,1952,Total,113.0,,
Luxembourg,1951,Total,116.0,,
Luxembourg,1950,Total,161.0,,
Luxembourg,1949,Total,161.0,,
Luxembourg,1948,Total,147.0,,
Netherlands,2022,Total,23603.0,17700982.0,
Netherlands,2021,Total,25962.0,17533044.0,
Netherlands,2020,Total,28965.0,17441500.0,
Netherlands,2019,Total,30041.0,17344874.0,
Netherlands,2018,Total,30729.0,17231624.0,
Netherlands,2017,Total,32768.0,17131296.0,
Netherlands,2016,Total,33414.0,17030314.0,
Netherlands,2015,Total,34232.0,16939923.0,
Netherlands,2014,Total,35409.0,16865008.0,
Netherlands,2013,Total,33636.0,16804432.0,
Netherlands,2012,Total,33273.0,16754962.0,
Netherlands,2011,Total,32510.0,16693074.0,
Netherlands,2010,Total,32544.0,16615394.0,
Netherlands,2009,Total,30779.0,16530388.0,
Netherlands,2009,Urban,21492.0,16530388.0,
Netherlands,2009,Rural,8802.0,16530388.0,
Netherlands,2008,Total,32236.0,16445593.0,
Netherlands,2008,Urban,22607.0,16445593.0,
Netherlands,2008,Rural,9175.0,16445593.0,
Netherlands,2007,Total,31983.0,16381696.0,
Netherlands,2007,Urban,22008.0,16381696.0,
Netherlands,2007,Rural,9457.0,16381696.0,
Netherlands,2006,Total,31734.0,16346101.0,
Netherlands,2006,Urban,22019.0,16346101.0,
Netherlands,2006,Rural,9195.0,16346101.0,
Netherlands,2005,Total,31905.0,16319868.0,
Netherlands,2005,Urban,22312.0,16319868.0,
Netherlands,2005,Rural,9074.0,16319868.0,
Netherlands,2004,Total,31098.0,16281779.0,
Netherlands,2004,Urban,21614.0,16281779.0,
Netherlands,2004,Rural,8929.0,16281779.0,
Netherlands,2003,Total,31479.0,16225302.0,
Netherlands,2003,Urban,22700.0,16225302.0,
Netherlands,2003,Rural,8245.0,16225302.0,
Netherlands,2002,Total,33179.0,16148929.0,
Netherlands,2002,Urban,23582.0,16148929.0,
Netherlands,2002,Rural,8999.0,16148929.0,
Netherlands,2001,Total,37104.0,16046180.0,
Netherlands,2001,Urban,26193.0,16046180.0,
Netherlands,2001,Rural,10354.0,16046180.0,
Netherlands,2000,Total,34650.0,15925513.0,
Netherlands,2000,Urban,23404.0,15925513.0,
Netherlands,2000,Rural,9836.0,15925513.0,
Netherlands,1999,Total,33571.0,15812088.0,
Netherlands,1999,Urban,23797.0,15812088.0,
Netherlands,1999,Rural,9291.0,15812088.0,
Netherlands,1998,Total,32459.0,15707209.0,
Netherlands,1998,Urban,22854.0,15707209.0,
Netherlands,1998,Rural,8975.0,15707209.0,
Netherlands,1997,Total,33740.0,15610650.0,
Netherlands,1997,Urban,23490.0,15610650.0,
Netherlands,1997,Rural,8937.0,15610650.0,
Netherlands,1996,Total,34871.0,15530498.0,
Netherlands,1996,Urban,23990.0,15530498.0,
Netherlands,1996,Rural,9140.0,15530498.0,
Netherlands,1995,Total,34170.0,15459006.0,
Netherlands,1994,Total,36182.0,15382838.0,
Netherlands,1993,Total,30496.0,15290368.0,
Netherlands,1992,Total,30463.0,15184166.0,
Netherlands,1991,Total,28277.0,15069798.0,
Netherlands,1990,Total,28419.0,14951510.0,
Netherlands,1990,Urban,26598.0,14951510.0,
Netherlands,1990,Rural,1821.0,14951510.0,
Netherlands,1989,Total,28250.0,14848907.0,
Netherlands,1989,Urban,18705.0,14848907.0,
Netherlands,1989,Rural,1820.0,14848907.0,
Netherlands,1989,Semi-urban,7725.0,14848907.0,
Netherlands,1988,Total,27870.0,14760094.0,
Netherlands,1988,Urban,18532.0,14760094.0,
Netherlands,1988,Rural,1780.0,14760094.0,
Netherlands,1988,Semi-urban,7558.0,14760094.0,
Netherlands,1987,Total,27788.0,14665037.0,
Netherlands,1987,Urban,26041.0,14665037.0,
Netherlands,1987,Rural,1747.0,14665037.0,
Netherlands,1986,Total,29836.0,14572278.0,
Netherlands,1985,Total,34044.0,14491632.0,
Netherlands,1985,Urban,23425.0,14491632.0,
Netherlands,1985,Rural,2185.0,14491632.0,
Netherlands,1985,Semi-urban,8434.0,14491632.0,
Netherlands,1984,Total,34068.0,14424211.0,
Netherlands,1984,Urban,23787.0,14424211.0,
Netherlands,1984,Rural,2018.0,14424211.0,
Netherlands,1984,Semi-urban,8263.0,14424211.0,
Netherlands,1983,Total,32589.0,14367070.0,
Netherlands,1983,Urban,23041.0,14367070.0,
Netherlands,1983,Rural,1879.0,14367070.0,
Netherlands,1983,Semi-urban,7669.0,14367070.0,
Netherlands,1982,Total,30877.0,14312690.0,
Netherlands,1982,Urban,21946.0,14312690.0,
Netherlands,1982,Rural,1761.0,14312690.0,
Netherlands,1982,Semi-urban,7170.0,14312690.0,
Netherlands,1981,Total,28509.0,14247208.0,
Netherlands,1980,Total,25735.0,14149800.0,
Netherlands,1979,Total,23748.0,14038270.0,
Netherlands,1978,Total,22257.0,13941700.0,
Netherlands,1977,Total,21483.0,13856185.0,
Netherlands,1976,Total,20889.0,13774037.0,
Netherlands,1975,Total,20093.0,13666335.0,
Netherlands,1974,Total,19167.0,13545056.0,
Netherlands,1973,Total,17913.0,13439322.0,
Netherlands,1972,Total,14938.0,13328593.0,
Netherlands,1971,Total,11572.0,13194497.0,
Netherlands,1970,Total,10317.0,13038526.0,
Netherlands,1970,Urban,7209.0,13038526.0,
Netherlands,1970,Rural,833.0,13038526.0,
Netherlands,1970,Semi-urban,1792.0,13038526.0,
Netherlands,1969,Total,9080.0,12877984.0,
Netherlands,1969,Urban,6461.0,12877984.0,
Netherlands,1969,Rural,764.0,12877984.0,
Netherlands,1969,Semi-urban,1525.0,12877984.0,
Netherlands,1968,Total,8146.0,12729721.0,
Netherlands,1967,Total,7464.0,12598201.0,
